"","ontology_id","ontology_name","nr_common_with_tested_elements","p_value","adjusted_p_value","gene_in_pathway","protein"
"128","GO:0048525","negative regulation of viral process",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"129","GO:0051702","interaction with symbiont",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"130","GO:0051817","modification of morphology or physiology of other organism involved in symbiotic interaction",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"131","GO:0051851","modification by host of symbiont morphology or physiology",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"132","GO:0052204","negative regulation of molecular function in other organism involved in symbiotic interaction",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"133","GO:0052205","modulation of molecular function in other organism involved in symbiotic interaction",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"134","GO:0052403","negative regulation by host of symbiont catalytic activity",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"135","GO:0052422","modulation by host of symbiont catalytic activity",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"136","GO:1902105","regulation of leukocyte differentiation",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"137","GO:1902106","negative regulation of leukocyte differentiation",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"138","GO:1903015","regulation of exo-alpha-sialidase activity",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"139","GO:1903016","negative regulation of exo-alpha-sialidase activity",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"140","GO:1903018","regulation of glycoprotein metabolic process",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"141","GO:1903019","negative regulation of glycoprotein metabolic process",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"142","GO:1903131","mononuclear cell differentiation",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"143","GO:1903706","regulation of hemopoiesis",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"144","GO:1903707","negative regulation of hemopoiesis",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
"145","GO:1903901","negative regulation of viral life cycle",1,0.0487693405448839,0.676095138323051,"Apcs","Apcs_sp|P12246|SAMP_MOUSE"
